ID,cd128,PSU,District,PSU_UP,Upazila,PSU_Union,Union,PSU_School,Name_School,Total_Girls,Total_Students,Remarks,print
410708089,#NAME?,41,Khulna,07,Batiaghata,08,Gongarampur,089,Rashmohon Girl's High School,206,206,,25
410708090,#NAME?,41,Khulna,07,Batiaghata,08,Gongarampur,090,Kholsibonia High School,99,214,,25
411928102,#NAME?,41,Khulna,19,Dumuria,28,Shahosh,102,J.K.S.K Ideal High School,215,504,,25
411927103,#NAME?,41,Khulna,19,Dumuria,27,Sovna,103,Pollesre Girl's High School,193,193,,25
411927104,#NAME?,41,Khulna,19,Dumuria,27,Sovna,104,Berazmoye High School,229,493,,25
411927106,#NAME?,41,Khulna,19,Dumuria,27,Sovna,106,Pollesere High School,119,424,,25
412130107,#NAME?,41,Khulna,21,Fultala,30,Jamira,107,Jamira Bazar Asmotia School and College,437,1185,,25
412130108,#NAME?,41,Khulna,21,Fultala,30,Jamira,108,Tolna G.P.D.S Girl's School,433,433,,25
,#NAME?,,,,,,,,,,,,25
,#NAME?,,,,,,,,,,,,25
521604109,#NAME?,52,Khulna,16,Koyra,04,Bagali,109,Bamia High School,115,390,,26
521604110,#NAME?,52,Khulna,16,Koyra,04,Bagali,110,Hugla Miloni High School,123,285,,26
521604111,#NAME?,52,Khulna,16,Koyra,04,Bagali,111,Banskhali High School,125,166,,26
521615112,#NAME?,52,Khulna,16,Koyra,15,Dakshin Bedkasi,112,No School Sanitation,,,,26
522012113,#NAME?,52,Khulna,20,Paikgacha,12,Chadkhali,113,Chandkhali Bohumukhi High School,380,580,,26
522012114,#NAME?,52,Khulna,20,Paikgacha,12,Chadkhali,114,Dhamrail High School,157,232,,26
522054115,#NAME?,52,Khulna,20,Paikgacha,54,Paikgacha-Pourashava,115,No School Sanitation,,,,26
522072117,#NAME?,52,Khulna,20,Paikgacha,72,Soladana,117,S.M.A. Mazed Girl's High School,200,200,,26
413853058,#NAME?,41,Jessore,38,Keshabpur,53,Majidpur,058,Protabpur Nibaroni High School,129,318,,28
413853059,#NAME?,41,Jessore,38,Keshabpur,53,Majidpur,059,Shikarpur High School,100,230,,28
413853060,#NAME?,41,Jessore,38,Keshabpur,53,Majidpur,060,Baisha Srirampur High School,120,265,,28
413853061,#NAME?,41,Jessore,38,Keshabpur,53,Majidpur,061,Laxmi nath Kathi Dakhil Madrasha ,134,250,,28
414770062,#NAME?,41,Jessore ,47,Monirampur ,70,Kashimnogor ,062,Kalarhat high school,146,336,,28
414770063,#NAME?,41,Jessore ,47,Monirampur ,70,Kashimnogor ,063,Etta model high school,160,350,,28
414770064,#NAME?,41,Jessore ,47,Monirampur ,70,Kashimnogor ,064,Kashimnagar  high school,215,450,,28
414771066,#NAME?,41,Jessore ,47,Monirampur ,71,Samkur ,066,Ram nagar high school,80,155,,28
414771067,#NAME?,41,Jessore ,47,Monirampur ,71,Samkur ,067,Dholigati high school,105,185,,28
414771068,#NAME?,41,Jessore ,47,Monirampur ,71,Samkur ,068,Pardia J.H  high school,101,250,,28
414771069,#NAME?,41,Jessore ,47,Monirampur ,71,Samkur ,069,Nagar Jhop  high school,259,509,,28
,#NAME?,,,,,,,,,,,,28
416189172,#NAME?,41,Magura,61,Shalikha,89,Dhaneswargati,172,Moshakhali High School,155,310,,29
416189173,#NAME?,41,Magura,61,Shalikha,89,Dhaneswargati,173,Sarashati Girls High School,450,450,,29
416189174,#NAME?,41,Magura,61,Shalikha,89,Dhaneswargati,174,Kotebag Dhakil Madrasah,250,400,,29
413550070,#NAME?,41,Jhenaidah,35,Kaligonj-Jhe,50,Barobazar,070,MSJL High School,144,281,,29
413550071,#NAME?,41,Jhenaidah,35,Kaligonj-Jhe,50,Barobazar,071,Barobazar High School,477,477,,29
413549072,#NAME?,41,Jhenaidah,35,Kaligonj-Jhe,49,Jamal,072,Basudebpur High School,82,244,,29
413854155,#NAME?,41,Kushtia,38,Khoksa,54,Ambaria ,155,Dhokoral  Sec.High School,203,530,,29
413854156,#NAME?,41,Kushtia,38,Khoksa,54,Ambaria ,156,Kopiluddin Girls J.S.H School,109,109,,29
413854157,#NAME?,41,Kushtia,38,Khoksa,54,Ambaria ,157,Ambaria Sec. High School,135,238,,29
413854158,#NAME?,41,Kushtia,38,Khoksa,54,Ambaria ,158,Sengram Sec.High School,156,310,,29
413854159,#NAME?,41,Kushtia,38,Khoksa,54,Ambaria ,159,Ambaria  Dakhil Madrasa,195,347,,29
414159161,#NAME?,41,Kushtia,41,Kushtia Sadar,59,Barkhada,161,Barkhada Highschool,475,853,,29
414159162,#NAME?,41,Kushtia,41,Kushtia Sadar,59,Barkhada,162,Jugia Dakhil Madrasha,119,349,,29
414159163,#NAME?,41,Kushtia,41,Kushtia Sadar,59,Barkhada,163,Barkhada Adorsho Highschool,738,1230,,29
414159164,#NAME?,41,Kushtia,41,Kushtia Sadar,59,Barkhada,164,Baradi Junior Girls Highschool,328,328,,29
414668165,#NAME?,41,Magura,46,Mohammadpur,68,Balidia,165,Balidia High School,160,466,,29
414668166,#NAME?,41,Magura,46,Mohammadpur,68,Balidia,166,Mousha Dhakil Madrasha ,56,170,,29
414668167,#NAME?,41,Magura,46,Mohammadpur,68,Balidia,167,Gopinathpur M.A Khalek High School,178,314,,29
414669168,#NAME?,41,Magura,46,Mohammadpur,69,Palashbaria,168,Jhama High School ,300,628,,29
414669170,#NAME?,41,Magura,46,Mohammadpur,69,Palashbaria,170,Palashbaria High School,209,450,,29
414669171,#NAME?,41,Magura,46,Mohammadpur,69,Palashbaria,171,Kalisonkorpur High School,183,283,,29
414261203,#NAME?,41,Natore,42,Lalpur ,61,Duyaria,203,Raksha High School,312,550,,30
414261204,#NAME?,41,Natore,42,Lalpur ,61,Duyaria,204,Moheshor High School,131,306,,30
414261205,#NAME?,41,Natore,42,Lalpur ,61,Duyaria,205,Satpukuria Girls High School,80,80,,30
414262206,#NAME?,41,Natore,42,Lalpur ,62,GopalpurPouroshova,206,Thana Grils High School,300,300,,30
414262207,#NAME?,41,Natore,42,Lalpur ,62,GopalpurPouroshova,207,NB Sugar Mills High School,450,790,,30
414262208,#NAME?,41,Natore,42,Lalpur ,62,GopalpurPouroshova,208,Moudubaria Islami Dhakil Madrasha,151,275,,30
414262209,#NAME?,41,Natore,42,Lalpur ,62,GopalpurPouroshova,209,Keshobpur High School,130,250,,30
414262210,#NAME?,41,Natore,42,Lalpur ,62,GopalpurPouroshova,210,Chacknazirpur High School,145,275,,30
414260211,#NAME?,41,Natore,42,Lalpur ,60,Kadimchilan,211,Hazirhart High School,175,315,,30
414260212,#NAME?,41,Natore,42,Lalpur ,60,Kadimchilan,212,Chodimchilan Grils High School,180,180,,30
,#NAME?,,,,,,,,,,,,30
,#NAME?,,,,,,,,,,,,30
413143074,#NAME?,41,Joypurhat,31,Joypurhat sadar,43,Puranapail,074,Helkunda High School,178,266,,31
413143075,#NAME?,41,Joypurhat,31,Joypurhat sadar,43,Puranapail,075,Hatigara Dakhil Madrasa,165,270,,31
,#NAME?,,,,,,,,,,,,31
,#NAME?,,,,,,,,,,,,31
415481028,#NAME?,41,Dinajpur,54,Parbatipur,81,Chandipur,028,Baro haripur high School,85,230,,33
415481029,#NAME?,41,Dinajpur,54,Parbatipur,81,Chandipur,029,Basirbania Dakhil Madrasa,156,272,,33
415481030,#NAME?,41,Dinajpur,54,Parbatipur,81,Chandipur,030,Dararpar Baguar jongol High School,91,212,,33
415481031,#NAME?,41,Dinajpur,54,Parbatipur,81,Chandipur,031,Daskin Salondar Junior Secondary School,104,165,,33
415481033,#NAME?,41,Dinajpur,54,Parbatipur,81,Chandipur,033,Jharuardanga High School,129,249,,33
415380076,#NAME?,41,Joypurhat,53,Panchbibi,80,Kusumba,076,Boropukuria Dakhil Girls Madrasha,262,262,,33
415380077,#NAME?,41,Joypurhat,53,Panchbibi,80,Kusumba,077,Dhuroil Dakhil Madrasha,180,400,,33
415380078,#NAME?,41,Joypurhat,53,Panchbibi,80,Kusumba,078,Dhuroil High School,135,260,,33
415380079,#NAME?,41,Joypurhat,53,Panchbibi,80,Kusumba,079,Salaipur High School,170,330,,33
415380080,#NAME?,41,Joypurhat,53,Panchbibi,80,Kusumba,080,Habibpur High School,130,240,,33
415380081,#NAME?,41,Joypurhat,53,Panchbibi,80,Kusumba,081,Hakimpur Koijuri High School,120,250,,33
415378082,#NAME?,41,Joypurhat,53,Panchbibi,78,Mohammadpur,082,Bindhara Girls High School,125,240,,33
415378084,#NAME?,41,Joypurhat,53,Panchbibi,78,Mohammadpur,084,Barokandri High School,152,277,,33
415378085,#NAME?,41,Joypurhat,53,Panchbibi,78,Mohammadpur,085,Dhaperhar Dakhil Madrasha,160,285,,33
415378086,#NAME?,41,Joypurhat,53,Panchbibi,78,Mohammadpur,086,Sorail High School,115,205,,33
415378087,#NAME?,41,Joypurhat,53,Panchbibi,78,Mohammadpur,087,Nikordighi High School,150,280,,33
411011024,#NAME?,41,Dinajpur,10,Birgonj,11,Moricha,024,Amena karim Girls High School,275,275,,33
411011025,#NAME?,41,Dinajpur,10,Birgonj,11,Moricha,025,Aklota High School,171,381,,33
411011026,#NAME?,41,Dinajpur,10,Birgonj,11,Moricha,026,Khatgor Dakil Madrasha,76,250,,33
411011027,#NAME?,41,Dinajpur,10,Birgonj,11,Moricha,027,Nagorgonj Dakhil Madrasha,100,195,,33
410910019,#NAME?,41,Dinajpur,09,Birampur,10,Binail,019,Deshma High School,200,362,,33
410910020,#NAME?,41,Dinajpur,09,Birampur,10,Binail,020,Mohonpur High School,115,222,,33
410910022,#NAME?,41,Dinajpur,09,Birampur,10,Binail,022,Ramkisnopur High School,198,368,,33
410910023,#NAME?,41,Dinajpur,09,Birampur,10,Binail,023,Binail High School,76,158,,33
410203238,#NAME?,41,Panchagarh,02,Atwari,03,Radhanagar,238,Radhanagar Girls School,241,241,,33
410203239,#NAME?,41,Panchagarh,02,Atwari,03,Radhanagar,239,Atwari Pilot Girls High School,775,775,,33
410203240,#NAME?,41,Panchagarh,02,Atwari,03,Radhanagar,240,Roseya High School,84,178,,33
410203241,#NAME?,41,Panchagarh,02,Atwari,03,Radhanagar,241,Roseya Dinmara High School,108,258,,33
410203242,#NAME?,41,Panchagarh,02,Atwari,03,Radhanagar,242,Baradhap adarsha high School,119,235,,33
,#NAME?,,,,,,,,,,,,33
,#NAME?,,,,,,,,,,,,33
,#NAME?,,,,,,,,,,,,33
413345002,#NAME?,41,Bogra,33,Kahaloo,45, Jamgram,002,Hatpukur Sultania Dakhil Madrasha,225,395,,34
413345003,#NAME?,41,Bogra,33,Kahaloo,45, Jamgram,003,Bandaikhara Dakhil Madrasha ,148,260,,34
413345004,#NAME?,41,Bogra,33,Kahaloo,45, Jamgram,004,Kalipara I.H High School ,180,312,,34
413346160,#NAME?,41,Bogra,33,Kahaloo,46,Birkadar,160,Shekahar High school,103,257,,34
413346169,#NAME?,41,Bogra,33,Kahaloo,46,Birkadar,169,Birkedar Khaja moyen uddin chistia (rh) Dakhil Madrsha,268,458,,34
413346180,#NAME?,41,Bogra,33,Kahaloo,46,Birkadar,180,Kawrash Mokamtola dakhil madrasha,87,168,,34
411316032,#NAME?,41,Bogra,13,Bogra Sadar,16,Bogra Sadar-Pourashava,032,The city Girls High school,350,350,,34
411316043,#NAME?,41,Bogra,13,Bogra Sadar,16,Bogra Sadar-Pourashava,043,Subil High School,300,300,,34
411316054,#NAME?,41,Bogra,13,Bogra Sadar,16,Bogra Sadar-Pourashava,054,Vandari Girls High School,450,450,,34
411316065,#NAME?,41,Bogra,13,Bogra Sadar,16,Bogra Sadar-Pourashava,065,Hasna Jahan(vandaria)G. High School,450,450,,34
411316073,#NAME?,41,Bogra,13,Bogra Sadar,16,Bogra Sadar-Pourashava,073,Taposhi Rabeya Girls high school,300,300,,34
411315083,#NAME?,41,Bogra,13,Bogra Sadar,15,Sabgram,083,Kudrotia High School,300,550,,34
411315094,#NAME?,41,Bogra,13,Bogra Sadar,15,Sabgram,094,Ghoniatala High School,250,450,,34
411315105,#NAME?,41,Bogra,13,Bogra Sadar,15,Sabgram,105,Bujogodama Rahmania S.F.Mad.,210,400,,34
411315116,#NAME?,41,Bogra,13,Bogra Sadar,15,Sabgram,116,Bujrukbaria G. Dakhil Madrasa,180,300,,34
410102005,#NAME?,41,Bogra,01,Adamdighi,02,Chapapur,005,Koyakunchi High School,100,200,,34
410102006,#NAME?,41,Bogra,01,Adamdighi,02,Chapapur,006,Jhankoir Dakhil Madrasa,140,250,,34
410102007,#NAME?,41,Bogra,01,Adamdighi,02,Chapapur,007,Bihigram High School,150,350,,34
410101008,#NAME?,41,Bogra,01,Adamdighi,01,Satiangram,008, Komarpur High School,150,270,,34
410101009,#NAME?,41,Bogra,01,Adamdighi,01,Satiangram,009,Ontahar Dakhil Madrasa,130,230,,34
410101010,#NAME?,41,Bogra,01,Adamdighi,01,Satiangram,010,Satiangram Girls High School,170,170,,34
410101021,#NAME?,41,Bogra,01,Adamdighi,01,Satiangram,021,Pahalowanpara Dakhil Madrasa,120,200,,34
,#NAME?,,,,,,,,,,,,34
,#NAME?,,,,,,,,,,,,34
416492286,#NAME?,41,Bogra ,64,Shibgonj ,92,Mokamtola ,286,Mokamtola Girls High School ,983,983,,35
415986253,#NAME?,41,Bogra,59,Shajahanpur,86,Amrul,253,Fulkot Nabody Karigori High School,115,596,,35
415986264,#NAME?,41,Bogra,59,Shajahanpur,86,Amrul,264,Damajany S.M.R High School,168,388,,35
415986275,#NAME?,41,Bogra,59,Shajahanpur,86,Amrul,275,Nagor Girls High School,150,150,,35
415885224,#NAME?,41,Bogra,58,Sariakandi,85,Hatsherpur,224,Khord Bolail High School,158,301,,35
415885235,#NAME?,41,Bogra,58,Sariakandi,85,Hatsherpur,235,Niz Bolail High School,158,307,,35
415885246,#NAME?,41,Bogra,58,Sariakandi,85,Hatsherpur,246,Hatsherpur High School,278,539,,35
415075191,#NAME?,41,Bogra,50,Nandigram,75,Thaltamazgram,191,Nimaidighi high school,126,263,,35
415075202,#NAME?,41,Bogra,50,Nandigram,75,Thaltamazgram,202,Pathan ASA high school,135,260,,35
415075213,#NAME?,41,Bogra,50,Nandigram,75,Thaltamazgram,213,Gulia kristopur MH High School,80,210,,35
411724127,#NAME?,41,Bogra,17,Dhunat ,24,Dhunat Sadar,127,Chalapara Dakhil Madrasha ,51,93,,35
411724138,#NAME?,41,Bogra,17,Dhunat ,24,Dhunat Sadar,138,Mathpara Girls High School ,450,450,,35
411724149,#NAME?,41,Bogra,17,Dhunat ,24,Dhunat Sadar,149,Bilcazuli pinchinbari High School  ,215,405,,35
,#NAME?,,,,,,,,,,,,35
,#NAME?,,,,,,,,,,,,35
,#NAME?,,,,,,,,,,,,35
416696236,#NAME?,41,Noakhali,66,Sonaimuri,96,Joyag,236,Junadpur Polly Mongal High School,174,317,,36
416695237,#NAME?,41,Noakhali,66,Sonaimuri,95,Nateshor,237,No School Sanitation,,,,36
,#NAME?,,,,,,,,,,,,36
,#NAME?,,,,,,,,,,,,36
413041051,#NAME?,41,Jessore,30,Jhikargacha,41,Jhikargacha-Pourashava,051, Parbazar High School,291,544,,37
413041052,#NAME?,41,Jessore,30,Jhikargacha,41,Jhikargacha-Pourashava,052,Jhikargacha Pilot Girl's High School,700,700,,37
413042053,#NAME?,41,Jessore,30,Jhikargacha,42,Shankarpur,053,Hariddra pota High School,202,402,,37
413042055,#NAME?,41,Jessore,30,Jhikargacha,42,Shankarpur,055, Bakura J. Kathi  Dakhil Madrasha,102,189,,37
413042056,#NAME?,41,Jessore,30,Jhikargacha,42,Shankarpur,056, Boro Kodalia  Dakhil Madrasha,125,197,,37
413042057,#NAME?,41,Jessore,30,Jhikargacha,42,Shankarpur,057,Naira  High School,187,391,,37
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
